incident_id,company_name,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,stock_ticker,incident_date,incident_date_estimated,discovery_date,disclosure_date,attack_vector_primary,attack_vector_secondary,attack_chain,attributed_group,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_primary,data_source_secondary,data_source_type,confidence_tier,quality_score,quality_grade,review_flag,notes,created_at,updated_at
2024-0623-002,WingPort Rail Holdings Inc.,2466376875.88,US,48-49,62,23342,True,WING,2024-06-23,False,2024-06-30,2024-08-03,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,Medusa,unknown,4199,mixed,"email,backup_systems",144.45,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001865917&type=8-K&dateb=20240517&owner=include&count=10,https://therecord.media/2024/05/15/wingport-rail-holdings-in-breached,sec_filing,1,94.3,Gold,,Multiple subsidiaries affected across 7 jurisdictions,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0312-001,Detroit Resources Co.,165984166.05,ZA,56,,2181,True,DETR.JO,2024-03-12,False,2024-09-13,2024-09-19,trojan,phishing,Drive-by download from compromised ad network → remote access trojan deployment → keylogger activation → credential theft → lateral movement to file servers,RansomHub,suspected,73591,PII,"manufacturing_OT,website,HR_systems,email",,https://www.crowdstrike.com/blog/detroit-resources-co-intrusion-analysis-2024/,,cybersecurity_firm,3,64.87,Bronze,,Previously breached in 2021; confirmed as separate campaign,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0521-001,Keystone Bond Bancorp S.r.l.,106975086.21,IT,52,,270,False,,2021-05-21,True,2021-06-21,2021-06-29,malware,trojan,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,Akira,suspected,106548,financial,"VPN,file_servers,HR_systems,ERP",29.17,https://therecord.media/2021/01/19/keystone-bond-bancorp-srl-breached,https://www.edpb.europa.eu/decisions/2021/08/INQ-2021-00721,verified_media,4,96.68,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0210-001,Fukuoka Services Co. Ltd.,494692769.8,JP,92,,3349,False,,2021-02-10,False,2021-05-14,2021-05-28,ddos,,,,,,,active_directory,122.91,https://www.bleepingcomputer.com/news/security/fukuoka-services-co-ltd-hit-by-cyberattack-2021/,,verified_media,4,88.0,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1031-001,Flynn Communications Inc.,349262653.37,US,51,,654,False,,2023-10-31,False,2023-11-02,2023-12-23,ransomware,,,,,1227,mixed,VPN,32.93,https://www.bleepingcomputer.com/news/security/flynn-communications-inc-hit-by-cyberattack-2023/,https://www.crowdstrike.com/blog/flynn-communications-intrusion-analysis-2023/,verified_media,4,62.79,Bronze,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0812-001,Pacific Value Retail Co.,71797826947.64,US,44-45,,403559,True,PVR,2023-08-12,False,2023-11-14,2023-11-18,ransomware,backdoor,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,8236,health,"email,CRM",46.64,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001069886&type=8-K&dateb=20230817&owner=include&count=10,https://www.ico.org.uk/decisions/2023/09/INQ-2023-00724,sec_filing,1,85.81,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0616-001,Cobalt Transit Logistics Holdings Inc.,23870479407.89,US,48-49,,107358,True,CTL,2022-06-16,False,2022-07-21,2022-08-03,ddos,,,,,,,"active_directory,VPN,ERP,SSO,email",147.27,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001794201&type=8-K&dateb=20220807&owner=include&count=10,https://krebsonsecurity.com/2022/04/cobalt-transit-logis-breach-exposes-data/,sec_filing,1,93.75,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1027-001,PathOncus Medical Co. Ltd.,22433274090.19,KR,62,,223257,True,PATH.KS,2025-10-27,False,2025-11-26,2025-12-11,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,,,,,"website,active_directory,cloud_infrastructure,manufacturing_OT,payment_systems",,https://www.mandiant.com/resources/blog/pathoncus-medical-co-incident-response-2025,https://www.pathoncus-medical-co-ltd.com/newsroom/2025/10/security-update,cybersecurity_firm,3,86.78,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0101-001,DrillWell Energy Ltda.,166029565.01,BR,21,,457,False,,2021-01-01,False,2021-01-16,2021-01-27,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,REvil,unknown,60358,mixed,"payment_systems,ERP",,https://www.drillwell-energy-ltda.com/newsroom/2021/10/security-update,,company_pr,2,75.18,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0328-001,Zenith Solar Utilities Holdings Ltd.,522043355.7,IN,22,61,2020,True,ZSU.NS,2021-03-28,False,2021-09-29,2021-11-20,ransomware,data_breach,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,,,CRM,,https://blog.talosintelligence.com/2021/05/zenith-solar-utiliti-campaign.html,https://www.zenith-solar-utilities-ho.com/newsroom/2021/10/security-update,cybersecurity_firm,3,78.76,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0103-001,Canberra Sciences Pty Ltd.,205226510.32,AU,62,,1087,False,,2023-01-03,False,2023-03-08,2023-03-23,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,RansomHub,suspected,2232686,PII,"SSO,active_directory,file_servers",107.01,https://www.bleepingcomputer.com/news/security/canberra-sciences-pty-ltd-hit-by-cyberattack-2023/,,verified_media,4,89.42,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0109-001,Pittsburgh Products Corp.,345592862.38,US,31-33,,1360,False,,2021-01-09,False,2021-01-27,2021-03-14,supply_chain,,,,,,,ERP,62.61,https://therecord.media/2021/04/09/pittsburgh-products-corp-breached,https://www.cnil.fr/decisions/2021/10/INQ-2021-00730,verified_media,4,77.57,Silver,,Incident scope expanded during investigation; initial disclosure understated impact,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0510-001,Osprey Vista Engineering Holdings PLC,5138150736.68,GB,31-33,61,19773,True,OVE.L,2022-05-10,True,2022-05-24,2022-08-23,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,Play,suspected,1000,mixed,"active_directory,payment_systems",,https://www.crowdstrike.com/blog/osprey-vista-enginee-intrusion-analysis-2022/,,cybersecurity_firm,3,81.09,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0513-001,Zephyr Premier Advisory Group Inc.,58128329.57,US,54,,242,False,,2023-05-13,False,2023-05-15,2023-06-22,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,Sandworm,probable,911104,credentials,"customer_database,HR_systems",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001459312&type=8-K&dateb=20231009&owner=include&count=10,https://blog.talosintelligence.com/2023/05/zephyr-premier-advis-campaign.html,sec_filing,1,83.06,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0106-001,Tempest Epoch Microsystems GmbH,929323723.62,DE,51,,1576,False,,2024-01-06,False,2024-01-11,2024-03-03,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,,,389547,financial,"cloud_infrastructure,ERP,file_servers,CRM,manufacturing_OT",132.58,https://www.bfdi.bund.de/decisions/2024/10/INQ-2024-00733,,gdpr_notification,1,89.77,Gold,,Data exfiltration confirmed via dark web monitoring service,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0908-001,Charlotte Academy Holdings Inc.,6727693851.7,US,61,,58611,False,,2021-09-08,False,2021-09-18,2021-11-05,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,Medusa,suspected,5803,PII,active_directory,,https://www.charlotte-academy-holding.com/newsroom/2021/12/security-update,https://blog.talosintelligence.com/2021/12/charlotte-academy-ho-campaign.html,company_pr,2,80.77,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0815-001,Jaipur Robotics Ltd.,201949072.96,IN,51,,714,False,,2021-08-15,False,2021-08-18,2021-09-26,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,Medusa,probable,,,"manufacturing_OT,email,SSO,SCADA,website",24.17,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001872735&type=8-K&dateb=20210516&owner=include&count=10,,sec_filing,1,84.36,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0203-002,Talon Azure Services Corp.,15427119077.14,US,52,72,35742,True,TAS,2025-02-03,False,2025-03-09,2025-03-30,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,4447,credentials,"ERP,VPN",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001205985&type=8-K&dateb=20250418&owner=include&count=10,https://unit42.paloaltonetworks.com/threat-brief-talon-azure-services-2025/,sec_filing,1,67.02,Bronze,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0709-001,Ember Carbon Fabrication Ltd.,94049736.59,GB,31-33,,288,False,,2023-07-09,False,2023-07-17,2023-09-07,supply_chain,,,,,,,"website,active_directory,HR_systems,payment_systems",,https://www.aepd.es/decisions/2023/05/INQ-2023-00737,,gdpr_notification,1,91.06,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0331-002,SaoPaulo Bank S.A.,30844588518.41,BR,52,44-45,117599,True,SAOP.SA,2021-03-31,False,2021-04-09,2021-07-18,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,,,94805,mixed,"manufacturing_OT,cloud_infrastructure",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001145127&type=8-K&dateb=20210204&owner=include&count=10,,sec_filing,1,87.27,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1216-001,Chandra Academy Group Inc.,127350208.19,US,61,,2230,False,,2021-12-16,True,2022-01-04,2022-04-13,malware,,,,,199540,PII,"file_servers,CRM,SCADA,customer_database",165.94,https://www.crowdstrike.com/blog/chandra-academy-grou-intrusion-analysis-2021/,,cybersecurity_firm,3,93.55,Gold,,Partial remediation completed within 48h; full recovery took 30 days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1015-001,Meridian Mold Production Group Inc.,905127187.17,MY,31-33,,2738,False,,2025-10-15,False,2025-11-19,2026-01-11,ransomware,,,APT29,probable,15095,credentials,HR_systems,96.65,https://www.bfdi.bund.de/decisions/2025/06/INQ-2025-00740,,gdpr_notification,1,81.65,Silver,,Partial remediation completed within 48h; full recovery took 10 days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1006-001,Fitzgerald Corp Group PLC,1256307966.58,GB,21,,3972,False,,2022-10-06,True,2022-10-09,2022-10-17,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,FIN7,suspected,15738,financial,"payment_systems,manufacturing_OT,cloud_infrastructure,SSO",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001023511&type=8-K&dateb=20220409&owner=include&count=10,,sec_filing,1,94.81,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0315-002,HealthCare Medical S.A.,9449080674.12,ES,62,,68202,True,HEAL.MC,2024-03-15,False,2024-03-24,2024-04-11,ransomware,,,,,11306,credentials,"email,ERP,backup_systems,SCADA",17.37,https://www.edpb.europa.eu/decisions/2024/07/INQ-2024-00742,https://www.crowdstrike.com/blog/healthcare-medical-s-intrusion-analysis-2024/,gdpr_notification,1,95.55,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0607-001,Mantis Oncus Sciences Corp.,204744782.89,CA,62,,1631,True,MOS.TO,2022-06-07,False,2022-06-15,2022-06-30,ransomware,,,,,191560,mixed,file_servers,26.85,https://krebsonsecurity.com/2022/12/mantis-oncus-science-breach-exposes-data/,,verified_media,4,93.15,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1201-002,RiskCredit Partners Corp.,421568969.82,US,52,,885,True,RISK,2025-12-01,False,2026-01-05,2026-01-12,trojan,,Drive-by download from compromised ad network → remote access trojan deployment → keylogger activation → credential theft → lateral movement to file servers,,,,,"file_servers,VPN,active_directory",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001063399&type=8-K&dateb=20250107&owner=include&count=10,,sec_filing,1,85.98,Gold,,Employee count approximate; sourced from LinkedIn company page,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0815-001,Titan Shop Trading Corp.,680568894.3,US,44-45,,4979,True,TST,2025-08-15,False,2025-08-16,2025-09-19,phishing,data_breach,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,BlackCat/ALPHV,confirmed,,,"SSO,VPN,email,CRM",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001977205&type=8-K&dateb=20251212&owner=include&count=10,,sec_filing,1,94.73,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0825-002,Fitzgerald Sciences Holdings PLC,522150561.0,GB,62,,2817,False,,2025-08-25,False,2025-09-27,2025-10-11,phishing,apt,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Killnet,suspected,518026,IP,customer_database,,https://unit42.paloaltonetworks.com/threat-brief-fitzgerald-sciences--2025/,https://www.fitzgerald-sciences-holdi.com/newsroom/2025/04/security-update,cybersecurity_firm,3,90.85,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0530-001,Palmer Solutions Co.,31052822.02,US,51,,80,False,,2025-05-30,False,2025-06-07,2025-06-24,data_breach,trojan,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,,,,,"SSO,payment_systems,ERP",,https://therecord.media/2025/06/09/palmer-solutions-co-breached,https://www.mandiant.com/resources/blog/palmer-solutions-co-incident-response-2025,verified_media,4,80.72,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1123-002,Nashville Securities Co.,420339692.5,US,52,,1196,True,NAS1,2022-11-23,False,2022-11-29,2023-01-04,phishing,ransomware,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Turla,unknown,120370,health,"active_directory,file_servers,customer_database",,https://therecord.media/2022/03/25/nashville-securities-co-breached,https://www.nashville-securities-co.com/newsroom/2022/03/security-update,verified_media,4,70.35,Silver,,Concurrent with public CVE disclosure (CVE-2022-2022-47410),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0118-001,Solaris Tempest Securities AG,90942352.97,DE,52,,421,False,,2023-01-18,True,2023-01-28,2023-02-02,ransomware,,,,,35100,IP,"backup_systems,SCADA",30.33,https://www.ico.org.uk/decisions/2023/11/INQ-2023-00749,https://www.solaris-tempest-securitie.com/newsroom/2023/03/security-update,gdpr_notification,1,70.7,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1207-001,Bravo Spark Energy Holdings Inc.,140534401.47,US,22,,296,True,BSE,2024-12-07,False,2025-03-10,2025-06-16,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,Royal,confirmed,16816,mixed,"backup_systems,customer_database,SSO",,https://www.cnil.fr/decisions/2024/01/INQ-2024-00750,,gdpr_notification,1,57.91,Bronze,low_quality_score,Incident date based on forensic timeline reconstruction (+-2 days),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0702-002,Zephyr Aura Diagnostics GmbH,528350249.95,DE,62,,2665,True,ZAD.DE,2022-07-02,False,2022-09-30,2022-10-30,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,NoName057,probable,69000,IP,SSO,36.25,https://www.aepd.es/decisions/2022/08/INQ-2022-00751,https://www.crowdstrike.com/blog/zephyr-aura-diagnost-intrusion-analysis-2022/,gdpr_notification,1,97.72,Gold,,Previously breached in 2021; confirmed as separate campaign,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0119-002,Weber University Corp.,134114123.82,US,61,,1337,False,,2022-01-19,False,2022-01-27,2022-02-11,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Akira,suspected,3024,IP,"SCADA,payment_systems,backup_systems,file_servers,SSO",715.78,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001764311&type=8-K&dateb=20220424&owner=include&count=10,,sec_filing,1,64.55,Bronze,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1116-002,Nexus Horizon Systems Pty Ltd.,301038352.77,AU,31-33,,2078,False,,2022-11-16,False,2022-11-26,2023-01-17,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,15121,financial,"cloud_infrastructure,website,VPN,customer_database",126.71,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001839346&type=8-K&dateb=20220304&owner=include&count=10,https://unit42.paloaltonetworks.com/threat-brief-nexus-horizon-system-2022/,sec_filing,1,86.45,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0903-002,RiskCapital Investments Inc.,10698301197.94,BE,52,,43345,False,,2025-09-03,False,2025-09-09,2025-09-13,ransomware,,,Royal,suspected,27576,mixed,"SSO,email,VPN",13.65,https://blog.talosintelligence.com/2025/02/riskcapital-investme-campaign.html,,cybersecurity_firm,3,62.91,Bronze,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1101-001,ArcTech Labs AG,3161824539.25,DE,51,,7657,False,,2024-11-01,True,2024-11-11,2024-12-17,ransomware,phishing,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,2964,IP,SSO,49.27,https://www.cnil.fr/decisions/2024/05/INQ-2024-00755,,gdpr_notification,1,53.09,Bronze,low_quality_score,Incident scope expanded during investigation; initial disclosure understated impact,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0612-002,Ridge Mantis MedTech Inc.,17719168176.26,MX,62,,159863,True,RMM.MX,2025-06-12,False,2025-07-17,2025-08-03,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,REvil,suspected,,,"website,VPN,backup_systems,file_servers",,https://www.cnil.fr/decisions/2025/11/INQ-2025-00756,,gdpr_notification,1,54.2,Bronze,low_quality_score,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1206-001,Brasilia Robotics S.A.,230424449.3,BR,51,,861,False,,2025-12-06,False,2026-01-05,2026-01-21,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,APT28,probable,24730,mixed,VPN,49.46,https://www.brasilia-robotics-sa.com/newsroom/2025/07/security-update,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001252714&type=8-K&dateb=20250609&owner=include&count=10,company_pr,1,77.21,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0604-001,Baltic Trident Pharmaceuticals Ltda.,35647590.76,BR,62,44-45,186,False,,2025-06-04,False,2025-09-07,2025-10-16,data_breach,ddos,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,LockBit,probable,247346,PII,HR_systems,,https://www.baltic-trident-pharmaceut.com/newsroom/2025/08/security-update,,company_pr,2,74.67,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0519-001,Zimmer Partners Co.,32564940988.47,US,52,62,72577,True,ZIMM,2024-05-19,False,2024-05-23,2024-07-24,ddos,,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,Killnet,suspected,,,"customer_database,file_servers,HR_systems",81.02,https://www.zimmer-partners-co.com/newsroom/2024/04/security-update,https://www.crowdstrike.com/blog/zimmer-partners-co-intrusion-analysis-2024/,company_pr,1,52.96,Bronze,low_quality_score,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1202-002,Sequoia Lynx Corp PLC,2196148600.08,GB,22,,6144,True,SEQU.L,2024-12-02,False,2025-01-02,2025-01-26,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,Play,probable,585999,PII,"SSO,website,HR_systems",,https://www.ico.org.uk/decisions/2024/06/INQ-2024-00760,,gdpr_notification,1,66.06,Bronze,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0709-001,Baltimore Schools Group Inc.,553434085.65,US,61,,7045,False,,2025-07-09,False,2025-07-15,2025-08-24,data_breach,,,APT29,unknown,18438,mixed,"email,cloud_infrastructure",,https://www.theregister.com/2025/11/15/baltimore-schools-gr_security_incident/,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001414429&type=8-K&dateb=20251001&owner=include&count=10,verified_media,4,82.17,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1212-002,Lynx Precision Systems Corp.,118525073.23,JP,31-33,,434,True,LPS.T,2023-12-12,False,2024-02-13,2024-02-29,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,BianLian,suspected,1781308,mixed,"file_servers,active_directory,manufacturing_OT",16.26,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001942416&type=8-K&dateb=20230425&owner=include&count=10,,sec_filing,1,83.29,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1207-001,Vertex Depth Resources SE,904129536.87,DE,21,,1445,True,VDR.DE,2025-12-07,False,2025-12-09,2026-03-10,phishing,,,,,14632,PII,manufacturing_OT,,https://krebsonsecurity.com/2025/03/vertex-depth-resourc-breach-exposes-data/,,verified_media,4,83.22,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0405-001,Archer Lynx Group S.A.,2262192552.81,BR,54,,8823,True,ARCH.SA,2025-04-05,False,2025-04-21,2025-06-09,phishing,malware,,,,3243,PII,"file_servers,CRM,backup_systems,SSO,customer_database",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001967656&type=8-K&dateb=20250122&owner=include&count=10,https://unit42.paloaltonetworks.com/threat-brief-archer-lynx-group-sa-2025/,sec_filing,1,78.2,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0321-001,Crawford Hospitality S.p.A.,4107616100.79,IT,72,62,44811,True,CRAW.MI,2025-03-21,False,2025-04-07,2025-04-10,phishing,,,,,3676,PII,"ERP,cloud_infrastructure,active_directory",,https://www.crawford-hospitality-spa.com/newsroom/2025/10/security-update,https://www.bfdi.bund.de/decisions/2025/08/INQ-2025-00765,company_pr,1,54.26,Bronze,low_quality_score,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0103-002,Baltimore Distribution Holdings Inc.,762113791.63,US,44-45,,6216,False,,2023-01-03,False,2023-01-14,2023-02-02,apt,ddos,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,,,39124,PII,file_servers,39.25,https://www.cnil.fr/decisions/2023/03/INQ-2023-00766,https://www.bleepingcomputer.com/news/security/baltimore-distribution-ho-hit-by-cyberattack-2023/,gdpr_notification,1,60.85,Bronze,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1111-001,Lynx Everest Medical SE,2292482370.66,DE,62,,13422,True,LEM.DE,2021-11-11,False,2021-11-14,2021-11-23,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,Killnet,suspected,554996,credentials,"backup_systems,cloud_infrastructure",,https://www.lynx-everest-medical-se.com/newsroom/2021/12/security-update,,company_pr,2,91.96,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1005-001,Hawk Beacon Sciences PLC,598086598.59,GB,62,,3104,False,,2021-10-05,True,2021-11-04,2022-01-03,trojan,data_breach,Drive-by download from compromised ad network → remote access trojan deployment → keylogger activation → credential theft → lateral movement to file servers,NoName057,confirmed,10558593,PII,"SCADA,cloud_infrastructure,file_servers",,https://therecord.media/2021/04/09/hawk-beacon-sciences-plc-breached,https://www.hawk-beacon-sciences-plc.com/newsroom/2021/03/security-update,verified_media,3,85.25,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0116-001,Campbell Sciences GmbH,11603672378.16,DE,62,,118107,True,CAMP.DE,2024-01-16,False,2024-07-19,2024-08-12,backdoor,,Exploitation of unpatched VPN appliance → web shell implant → SSH backdoor installed → persistent access maintained for 6+ months → bulk data exfiltration,BlackCat/ALPHV,probable,,,"website,active_directory,SCADA,file_servers,CRM",,https://blog.talosintelligence.com/2024/03/campbell-sciences-gm-campaign.html,,cybersecurity_firm,3,78.69,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0517-001,YieldRisk Partners Co. Ltd.,207672114.14,JP,52,,654,True,YIEL.T,2022-05-17,False,2022-05-26,2022-06-05,ransomware,,,BianLian,suspected,10458,financial,"cloud_infrastructure,VPN,SCADA,HR_systems,email",,https://www.crowdstrike.com/blog/yieldrisk-partners-c-intrusion-analysis-2022/,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001189844&type=8-K&dateb=20220905&owner=include&count=10,cybersecurity_firm,3,92.79,Gold,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0528-001,Thompson Services Co. Ltd.,466428966.89,JP,52,,1139,True,THOM.T,2023-05-28,False,2023-06-11,2023-06-21,ransomware,backdoor,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,BlackCat/ALPHV,suspected,1000,financial,"HR_systems,SSO,website",118.46,https://therecord.media/2023/04/24/thompson-services-co-ltd-breached,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001284020&type=8-K&dateb=20230208&owner=include&count=10,verified_media,3,78.07,Silver,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
